0, 1
64, 1
128, 1
192, 1
256, 1
320, 1
384, 1
448, 1
512, 1
576, 1
640, 1
704, 1
768, 1
832, 1
896, 1
960, 1
1024, 1
1088, 1
1152, 1
1216, 1
1280, 1
1344, 1
1408, 1
1472, 1
1536, 1
1600, 1
1664, 1
1728, 1
1792, 1
1856, 1
1920, 1
1984, 1
2048, 1
2112, 1
2176, 1
2240, 1
2304, 1
2368, 1
2432, 1
2496, 1
2560, 1
2624, 1
2688, 1
2752, 1
2816, 1
2880, 1
2944, 1
3008, 1
3072, 1
3136, 1
3200, 1
3264, 1
3328, 1
3392, 1
3456, 1
3520, 1
3584, 1
3648, 1
3712, 1
3776, 1
3840, 1
3904, 1
3968, 1
4032, 1
4096, 1
4160, 1
4224, 1
4288, 1
4352, 1
4416, 1
4480, 1
4544, 1
4608, 1
4672, 1
4736, 1
4800, 1
4864, 1
4928, 1
4992, 1
5056, 1
5120, 1
5184, 1
5248, 1
5312, 1
5376, 1
5440, 1
5504, 1
5568, 1
5632, 1
5696, 1
5760, 1
5824, 1
5888, 1
5952, 1
6016, 1
6080, 1
6144, 1
6208, 1
6272, 1
6336, 1
0, 1
4657984, 1
36307328, 1
66576832, 1
49899008, 1
878848, 0
47018880, 0
66381504, 0
63442560, 0
45229568, 0
45920448, 0
54111040, 0
63065536, 0
19518528, 0
44399168, 0
25576576, 0
47538112, 0
11890496, 0
6503360, 0
43643328, 0
55174208, 0
10910912, 0
24998976, 0
17977728, 0
13494784, 0
50140352, 0
24735552, 0
41322624, 0
18891584, 0
13137344, 0
33562432, 0
65992768, 0
49264512, 0
40269312, 0
14764736, 0
4703616, 0
9490944, 0
14407744, 0
17720768, 0
43683904, 0
66747264, 0
51932288, 0
25064896, 0
13859776, 0
9001344, 0
45003584, 0
1450624, 0
4189504, 0
19986496, 0
50904128, 0
59292800, 0
34291840, 0
52770560, 0
36957824, 0
48063552, 0
2628672, 0
52106816, 0
63732800, 0
47432896, 0
6096000, 0
30085952, 0
37776128, 0
43702592, 0
21584256, 0
41260352, 0
42090240, 0
63379648, 0
34997376, 0
53511808, 0
39167552, 0
60885056, 0
59490304, 0
57753280, 0
11912192, 0
33470848, 0
7413504, 0
10228288, 0
26094336, 0
49218176, 0
31802560, 0
12091648, 0
38664448, 0
57236032, 0
16945664, 0
56809664, 0
33625344, 0
27669568, 0
1538880, 0
10967936, 0
48698176, 0
20344640, 0
57420992, 0
48527616, 0
38990400, 0
28441600, 0
44217408, 0
28738944, 0
7047552, 0
16988352, 0
43907456, 0
36468736, 0
11225152, 0
11225216, 0
11225280, 0
11225344, 0
11225408, 0
11225472, 1
11225536, 1
11225600, 1
11225664, 1
11225728, 1
11225792, 1
11225856, 1
11225920, 1
11225984, 1
11226048, 1
11226112, 1
11226176, 1
11226240, 1
11226304, 1
11226368, 1
11226432, 1
11226496, 1
11226560, 1
11226624, 1
11226688, 1
11226752, 1
11226816, 1
11226880, 1
11226944, 1
11227008, 1
11227072, 1
11227136, 1
11227200, 1
11227264, 1
11227328, 1
11227392, 1
11227456, 1
11227520, 1
11227584, 1
11227648, 1
11227712, 1
11227776, 1
11227840, 1
11227904, 1
11227968, 1
11228032, 1
11228096, 1
11228160, 1
11228224, 1
11228288, 1
11228352, 1
11228416, 1
11228480, 1
11228544, 1
11228608, 1
11228672, 1
11228736, 1
11228800, 1
11228864, 1
11228928, 1
11228992, 1
11229056, 1
11229120, 1
11229184, 1
11229248, 1
11229312, 1
11229376, 1
11229440, 1
11229504, 1
11229568, 1
11229632, 1
11229696, 1
11229760, 1
11229824, 1
11229888, 1
11229952, 1
11230016, 1
11230080, 1
11230144, 1
11230208, 1
11230272, 1
11230336, 1
11230400, 1
11230464, 1
11230528, 1
11230592, 1
11230656, 1
11230720, 1
11230784, 1
11230848, 1
11230912, 1
11230976, 1
11231040, 1
11231104, 1
11231168, 1
11231232, 1
11231296, 1
11231360, 1
11231424, 1
11225088, 1
57341888, 1
55555008, 1
22001216, 0
7532544, 0
39873600, 0
48603072, 0
48694144, 0
34260736, 0
26503040, 0
34990720, 0
42265024, 0
62603520, 0
25041344, 0
24165056, 0
60891072, 0
62496832, 0
54889856, 0
35765824, 0
636224, 0
11220544, 0
43778496, 0
62199360, 0
42714944, 0
37543488, 0
4662144, 0
46558656, 0
49165504, 0
55558016, 0
27816576, 0
27668288, 0
9779520, 0
19771136, 0
14800448, 0
36290688, 0
11805440, 0
60161536, 0
29462464, 0
58652608, 0
24427904, 0
1891008, 0
14913600, 0
55413056, 0
35879936, 0
2652352, 0
59605760, 0
39327424, 0
8186048, 0
8203712, 0
56545920, 0
52346560, 0
50166144, 0
37840512, 0
37183040, 0
233088, 0
32604416, 0
16312768, 0
8365056, 0
11733696, 0
6860352, 0
4797056, 0
27048448, 0
50147520, 0
10503104, 0
22276032, 0
62561792, 0
34781952, 0
25299392, 0
30761728, 0
45159360, 0
46417536, 0
18667776, 0
25759872, 0
27500608, 0
29490176, 0
3116480, 0
49876288, 0
62191616, 0
1562240, 0
12663616, 0
50254464, 0
31634112, 0
28394496, 0
2259328, 0
47512448, 0
9960896, 0
55832704, 0
41212672, 0
58409728, 0
50765184, 0
38918272, 0
48740160, 0
32681472, 0
11902272, 0
26437056, 0
37602944, 0
49121792, 0
56475328, 0
4215808, 0
32919872, 0
3301248, 0
34990144, 0
34990208, 0
34990272, 0
34990336, 0
34990400, 0
34990464, 1
34990528, 1
34990592, 1
34990656, 1
34990720, 1
34990784, 1
34990848, 1
